timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/03/30 15:24:36.717, 96 %, 62 %, 64
2025/03/30 15:24:41.718, 90 %, 58 %, 64
2025/03/30 15:24:46.718, 96 %, 63 %, 65
2025/03/30 15:24:51.719, 95 %, 59 %, 64
2025/03/30 15:24:56.719, 95 %, 62 %, 64
2025/03/30 15:25:01.720, 99 %, 59 %, 65
2025/03/30 15:25:06.720, 100 %, 63 %, 64
2025/03/30 15:25:11.721, 100 %, 63 %, 64
2025/03/30 15:25:16.721, 95 %, 62 %, 64
2025/03/30 15:25:21.722, 97 %, 58 %, 64
2025/03/30 15:25:26.723, 91 %, 56 %, 64
2025/03/30 15:25:31.723, 88 %, 57 %, 65
2025/03/30 15:25:36.724, 95 %, 61 %, 65
2025/03/30 15:25:41.724, 100 %, 62 %, 65
2025/03/30 15:25:46.725, 97 %, 63 %, 65
2025/03/30 15:25:51.725, 100 %, 59 %, 64
2025/03/30 15:25:56.726, 100 %, 63 %, 65
2025/03/30 15:26:01.726, 96 %, 58 %, 64
2025/03/30 15:26:06.727, 96 %, 63 %, 65
2025/03/30 15:26:11.727, 100 %, 60 %, 64
2025/03/30 15:26:16.728, 96 %, 56 %, 65
2025/03/30 15:26:21.728, 97 %, 58 %, 64
2025/03/30 15:26:26.729, 91 %, 58 %, 65
2025/03/30 15:26:31.730, 99 %, 60 %, 64
2025/03/30 15:26:36.730, 96 %, 65 %, 66
2025/03/30 15:26:41.731, 94 %, 60 %, 64
2025/03/30 15:26:46.732, 96 %, 62 %, 65
2025/03/30 15:26:51.732, 99 %, 63 %, 65
2025/03/30 15:26:56.732, 96 %, 57 %, 64
2025/03/30 15:27:01.733, 100 %, 60 %, 64
2025/03/30 15:27:06.734, 100 %, 63 %, 64
2025/03/30 15:27:11.734, 95 %, 58 %, 65
2025/03/30 15:27:16.735, 96 %, 60 %, 65
2025/03/30 15:27:21.735, 96 %, 62 %, 65
2025/03/30 15:27:26.736, 91 %, 58 %, 64
2025/03/30 15:27:31.736, 96 %, 59 %, 65
2025/03/30 15:27:36.737, 99 %, 59 %, 65
2025/03/30 15:27:41.737, 95 %, 61 %, 65
2025/03/30 15:27:46.738, 94 %, 62 %, 65
2025/03/30 15:27:51.738, 96 %, 63 %, 65
2025/03/30 15:27:56.739, 96 %, 60 %, 65
2025/03/30 15:28:01.739, 96 %, 62 %, 65
2025/03/30 15:28:06.740, 99 %, 65 %, 65
2025/03/30 15:28:11.740, 96 %, 58 %, 64
2025/03/30 15:28:16.741, 95 %, 56 %, 64
2025/03/30 15:28:21.741, 99 %, 64 %, 65
2025/03/30 15:28:26.742, 98 %, 61 %, 64
2025/03/30 15:28:31.742, 97 %, 60 %, 65
2025/03/30 15:28:36.743, 95 %, 62 %, 64
2025/03/30 15:28:41.743, 99 %, 62 %, 64
2025/03/30 15:28:46.744, 91 %, 57 %, 64
2025/03/30 15:28:51.744, 96 %, 62 %, 65
2025/03/30 15:28:56.745, 100 %, 61 %, 64
2025/03/30 15:29:01.745, 99 %, 63 %, 65
2025/03/30 15:29:06.746, 99 %, 62 %, 65
2025/03/30 15:29:11.746, 96 %, 61 %, 65
2025/03/30 15:29:16.747, 96 %, 59 %, 65
2025/03/30 15:29:21.747, 96 %, 60 %, 65
2025/03/30 15:29:26.748, 96 %, 59 %, 63
2025/03/30 15:29:31.748, 98 %, 59 %, 64
2025/03/30 15:29:36.749, 99 %, 59 %, 64
2025/03/30 15:29:41.749, 96 %, 59 %, 65
2025/03/30 15:29:46.750, 89 %, 59 %, 64
2025/03/30 15:29:51.750, 95 %, 62 %, 64
2025/03/30 15:29:56.751, 99 %, 62 %, 65
2025/03/30 15:30:01.751, 95 %, 62 %, 63
2025/03/30 15:30:06.752, 90 %, 60 %, 64
2025/03/30 15:30:11.752, 97 %, 61 %, 64
2025/03/30 15:30:16.753, 96 %, 62 %, 65
2025/03/30 15:30:21.753, 95 %, 58 %, 65
2025/03/30 15:30:26.754, 99 %, 61 %, 64
2025/03/30 15:30:31.754, 99 %, 63 %, 64
2025/03/30 15:30:36.755, 100 %, 60 %, 65
2025/03/30 15:30:41.755, 95 %, 61 %, 65
2025/03/30 15:30:46.756, 96 %, 56 %, 64
2025/03/30 15:30:51.757, 96 %, 59 %, 65
2025/03/30 15:30:56.757, 99 %, 62 %, 65
2025/03/30 15:31:01.757, 99 %, 61 %, 63
2025/03/30 15:31:06.758, 95 %, 61 %, 64
2025/03/30 15:31:11.758, 99 %, 63 %, 65
2025/03/30 15:31:16.759, 96 %, 61 %, 65
2025/03/30 15:31:21.760, 91 %, 60 %, 65
2025/03/30 15:31:26.760, 99 %, 61 %, 64
2025/03/30 15:31:31.761, 96 %, 60 %, 64
2025/03/30 15:31:36.761, 98 %, 63 %, 65
2025/03/30 15:31:41.762, 99 %, 62 %, 65
2025/03/30 15:31:46.762, 87 %, 58 %, 65
2025/03/30 15:31:51.763, 99 %, 63 %, 65
2025/03/30 15:31:56.763, 99 %, 62 %, 64
2025/03/30 15:32:01.764, 99 %, 64 %, 65
2025/03/30 15:32:06.764, 96 %, 59 %, 65
2025/03/30 15:32:11.764, 99 %, 62 %, 64
2025/03/30 15:32:16.765, 99 %, 61 %, 64
2025/03/30 15:32:21.765, 91 %, 57 %, 64
2025/03/30 15:32:26.766, 75 %, 51 %, 64
2025/03/30 15:32:31.767, 96 %, 61 %, 65
2025/03/30 15:32:36.767, 95 %, 59 %, 65
2025/03/30 15:32:41.768, 100 %, 60 %, 63
2025/03/30 15:32:46.768, 88 %, 58 %, 64
2025/03/30 15:32:51.769, 91 %, 54 %, 65
2025/03/30 15:32:56.769, 99 %, 58 %, 65
2025/03/30 15:33:01.770, 95 %, 61 %, 65
2025/03/30 15:33:06.770, 86 %, 52 %, 64
2025/03/30 15:33:11.771, 89 %, 59 %, 64
2025/03/30 15:33:16.771, 100 %, 61 %, 66
2025/03/30 15:33:21.772, 100 %, 63 %, 65
2025/03/30 15:33:26.772, 96 %, 58 %, 65
2025/03/30 15:33:31.773, 78 %, 50 %, 64
2025/03/30 15:33:36.773, 100 %, 65 %, 65
2025/03/30 15:33:41.774, 99 %, 62 %, 65
2025/03/30 15:33:46.774, 100 %, 65 %, 64
2025/03/30 15:33:51.775, 99 %, 63 %, 64
2025/03/30 15:33:56.775, 91 %, 56 %, 64
2025/03/30 15:34:01.776, 96 %, 59 %, 65
2025/03/30 15:34:06.776, 93 %, 59 %, 65
2025/03/30 15:34:11.777, 95 %, 62 %, 65
